MONGODB | Adding localhost:27017 to the cluster.
MONGODB | Connection refused - connect(2) for 127.0.0.1:27017
MONGODB | localhost:27017 | triresults_development.delete | STARTED | {"delete"=>"races", "deletes"=>[{"q"=>{}, "limit"=>0}], "ordered"=>true}
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000786s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000168'), "next_bib"=>20, "n"=>"Kwigillingok Olympic", "loc"=>{"city"=>"Kwigillingok", "state"=>"AK", "loc"=>{"type"=>"Point", "coordinates"=>[-162.984938, 59.881022]}}, "date...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000693s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c300016e'), "next_bib"=>20, "n"=>"Kwigillingok Olympic", "loc"=>{"city"=>"Kwigillingok", "state"=>"AK", "loc"=>{"type"=>"Point", "coordinates"=>[-162.984938, 59.881022]}}, "date...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000709s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000174'), "next_bib"=>20, "n"=>"Kwigillingok Olympic", "loc"=>{"city"=>"Kwigillingok", "state"=>"AK", "loc"=>{"type"=>"Point", "coordinates"=>[-162.984938, 59.881022]}}, "date...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001147s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c300017a'), "next_bib"=>20, "n"=>"Glad Valley Sprint", "loc"=>{"city"=>"Glad Valley", "state"=>"SD", "loc"=>{"type"=>"Point", "coordinates"=>[-101.795168, 45.43696]}}, "date"=>M...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006950000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000180'), "next_bib"=>20, "n"=>"Glad Valley Sprint", "loc"=>{"city"=>"Glad Valley", "state"=>"SD", "loc"=>{"type"=>"Point", "coordinates"=>[-101.795168, 45.43696]}}, "date"=>T...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000649s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000186'), "next_bib"=>20, "n"=>"Glad Valley Sprint", "loc"=>{"city"=>"Glad Valley", "state"=>"SD", "loc"=>{"type"=>"Point", "coordinates"=>[-101.795168, 45.43696]}}, "date"=>S...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000649s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c300018c'), "next_bib"=>20, "n"=>"Durand Olympic", "loc"=>{"city"=>"Durand", "state"=>"WI", "loc"=>{"type"=>"Point", "coordinates"=>[-91.929476, 44.630042]}}, "date"=>Fri, 04 Se...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000718s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000192'), "next_bib"=>20, "n"=>"Durand Olympic", "loc"=>{"city"=>"Durand", "state"=>"WI", "loc"=>{"type"=>"Point", "coordinates"=>[-91.929476, 44.630042]}}, "date"=>Fri, 24 Se...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000716s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000198'), "next_bib"=>20, "n"=>"Durand Olympic", "loc"=>{"city"=>"Durand", "state"=>"WI", "loc"=>{"type"=>"Point", "coordinates"=>[-91.929476, 44.630042]}}, "date"=>Fri, 16 Se...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000668s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c300019e'), "next_bib"=>20, "n"=>"Island Park Sprint", "loc"=>{"city"=>"Island Park", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-111.367914, 44.446606]}}, "date"=>...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000664s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001a4'), "next_bib"=>20, "n"=>"Island Park Sprint", "loc"=>{"city"=>"Island Park", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-111.367914, 44.446606]}}, "date"=>...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000704s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001aa'), "next_bib"=>20, "n"=>"Island Park Sprint", "loc"=>{"city"=>"Island Park", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-111.367914, 44.446606]}}, "date"=>...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00071s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001b0'), "next_bib"=>20, "n"=>"Saulsbury Iron", "loc"=>{"city"=>"Saulsbury", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-89.076868, 35.049786]}}, "date"=>Wed, 04...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0007260000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001b6'), "next_bib"=>20, "n"=>"Saulsbury Iron", "loc"=>{"city"=>"Saulsbury", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-89.076868, 35.049786]}}, "date"=>Wed, 24...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000663s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001bc'), "next_bib"=>20, "n"=>"Saulsbury Iron", "loc"=>{"city"=>"Saulsbury", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-89.076868, 35.049786]}}, "date"=>Wed, 02...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000647s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001c2'), "next_bib"=>20, "n"=>"Burlington Olympic", "loc"=>{"city"=>"Burlington", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.944386, 41.757296]}}, "date"=>Th...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000685s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001c8'), "next_bib"=>20, "n"=>"Burlington Olympic", "loc"=>{"city"=>"Burlington", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.944386, 41.757296]}}, "date"=>Fr...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000668s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001ce'), "next_bib"=>20, "n"=>"Burlington Olympic", "loc"=>{"city"=>"Burlington", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.944386, 41.757296]}}, "date"=>We...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000719s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001d4'), "next_bib"=>20, "n"=>"Cromwell Sprint", "loc"=>{"city"=>"Cromwell", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.666317, 41.61049]}}, "date"=>Wed, 13 ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006940000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001da'), "next_bib"=>20, "n"=>"Cromwell Sprint", "loc"=>{"city"=>"Cromwell", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.666317, 41.61049]}}, "date"=>Fri, 07 ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000727s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001e0'), "next_bib"=>20, "n"=>"Cromwell Sprint", "loc"=>{"city"=>"Cromwell", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.666317, 41.61049]}}, "date"=>Mon, 02 ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000653s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001e6'), "next_bib"=>20, "n"=>"Oakman Iron", "loc"=>{"city"=>"Oakman", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.368574, 33.700174]}}, "date"=>Tue, 21 Jul 2...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000934s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001ec'), "next_bib"=>20, "n"=>"Oakman Iron", "loc"=>{"city"=>"Oakman", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.368574, 33.700174]}}, "date"=>Thu, 01 Jul 2...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00097s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001f2'), "next_bib"=>20, "n"=>"Oakman Iron", "loc"=>{"city"=>"Oakman", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.368574, 33.700174]}}, "date"=>Sun, 03 Jul 2...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000677s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001f8'), "next_bib"=>20, "n"=>"Leesville Iron", "loc"=>{"city"=>"Leesville", "state"=>"SC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.459753, 33.913169]}}, "date"=>Mon, 15...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000662s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c30001fe'), "next_bib"=>20, "n"=>"Leesville Iron", "loc"=>{"city"=>"Leesville", "state"=>"SC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.459753, 33.913169]}}, "date"=>Fri, 18...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000655s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000204'), "next_bib"=>20, "n"=>"Leesville Iron", "loc"=>{"city"=>"Leesville", "state"=>"SC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.459753, 33.913169]}}, "date"=>Wed, 22...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000691s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a'), "next_bib"=>20, "n"=>"Alleman Sprint", "loc"=>{"city"=>"Alleman", "state"=>"IA", "loc"=>{"type"=>"Point", "coordinates"=>[-93.606305, 41.815886]}}, "date"=>Mon, 05 J...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006979999999999999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000210'), "next_bib"=>20, "n"=>"Alleman Sprint", "loc"=>{"city"=>"Alleman", "state"=>"IA", "loc"=>{"type"=>"Point", "coordinates"=>[-93.606305, 41.815886]}}, "date"=>Sun, 03 J...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000657s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000216'), "next_bib"=>20, "n"=>"Alleman Sprint", "loc"=>{"city"=>"Alleman", "state"=>"IA", "loc"=>{"type"=>"Point", "coordinates"=>[-93.606305, 41.815886]}}, "date"=>Fri, 21 J...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000669s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c300021c'), "next_bib"=>20, "n"=>"Elk Park Sprint", "loc"=>{"city"=>"Elk Park", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.963882, 36.164623]}}, "date"=>Fri, 13...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000713s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000222'), "next_bib"=>20, "n"=>"Elk Park Sprint", "loc"=>{"city"=>"Elk Park", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.963882, 36.164623]}}, "date"=>Fri, 12...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0007440000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b8e301d083c3000228'), "next_bib"=>20, "n"=>"Elk Park Sprint", "loc"=>{"city"=>"Elk Park", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.963882, 36.164623]}}, "date"=>Tue, 15...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006640000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c300022e'), "next_bib"=>20, "n"=>"Claymont Iron", "loc"=>{"city"=>"Claymont", "state"=>"DE", "loc"=>{"type"=>"Point", "coordinates"=>[-75.46494, 39.804432]}}, "date"=>Wed, 15 Ju...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006810000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000234'), "next_bib"=>20, "n"=>"Claymont Iron", "loc"=>{"city"=>"Claymont", "state"=>"DE", "loc"=>{"type"=>"Point", "coordinates"=>[-75.46494, 39.804432]}}, "date"=>Fri, 09 Ju...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000732s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c300023a'), "next_bib"=>20, "n"=>"Claymont Iron", "loc"=>{"city"=>"Claymont", "state"=>"DE", "loc"=>{"type"=>"Point", "coordinates"=>[-75.46494, 39.804432]}}, "date"=>Mon, 04 Ju...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006760000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000240'), "next_bib"=>20, "n"=>"Silver Springs Iron", "loc"=>{"city"=>"Silver Springs", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-119.270503, 39.380045]}}, "dat...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0007390000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000246'), "next_bib"=>20, "n"=>"Silver Springs Iron", "loc"=>{"city"=>"Silver Springs", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-119.270503, 39.380045]}}, "dat...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0007359999999999999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c300024c'), "next_bib"=>20, "n"=>"Silver Springs Iron", "loc"=>{"city"=>"Silver Springs", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-119.270503, 39.380045]}}, "dat...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000749s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000252'), "next_bib"=>20, "n"=>"Fairview Iron", "loc"=>{"city"=>"Fairview", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-111.495287, 39.645318]}}, "date"=>Tue, 03 ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000754s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000258'), "next_bib"=>20, "n"=>"Fairview Iron", "loc"=>{"city"=>"Fairview", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-111.495287, 39.645318]}}, "date"=>Tue, 09 ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000754s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c300025e'), "next_bib"=>20, "n"=>"Fairview Iron", "loc"=>{"city"=>"Fairview", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-111.495287, 39.645318]}}, "date"=>Thu, 10 ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000727s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000264'), "next_bib"=>20, "n"=>"Honeyville Olympic", "loc"=>{"city"=>"Honeyville", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-112.097425, 41.623754]}}, "date"=>S...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006180000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c300026a'), "next_bib"=>20, "n"=>"Honeyville Olympic", "loc"=>{"city"=>"Honeyville", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-112.097425, 41.623754]}}, "date"=>M...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0007350000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000270'), "next_bib"=>20, "n"=>"Honeyville Olympic", "loc"=>{"city"=>"Honeyville", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-112.097425, 41.623754]}}, "date"=>W...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0007130000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000276'), "next_bib"=>20, "n"=>"Hugoton Olympic", "loc"=>{"city"=>"Hugoton", "state"=>"KS", "loc"=>{"type"=>"Point", "coordinates"=>[-101.334614, 37.168226]}}, "date"=>Thu, 26...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006990000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c300027c'), "next_bib"=>20, "n"=>"Hugoton Olympic", "loc"=>{"city"=>"Hugoton", "state"=>"KS", "loc"=>{"type"=>"Point", "coordinates"=>[-101.334614, 37.168226]}}, "date"=>Tue, 23...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.0006540000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"races", "documents"=>[{"_id"=>BSON::ObjectId('569a58b9e301d083c3000282'), "next_bib"=>20, "n"=>"Hugoton Olympic", "loc"=>{"city"=>"Hugoton", "state"=>"KS", "loc"=>{"type"=>"Point", "coordinates"=>[-101.334614, 37.168226]}}, "date"=>Sun, 06...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000712s
